FA-05.sparql|Number of folds|triples|costs
inferred-dikb-mp-fold-6.xml|6|854812|0.182730913162
PK-02.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.0332069396973
inferred-dikb-mp-fold-1.xml|1|26988|0.048112154007
inferred-dikb-mp-fold-2.xml|2|53692|0.0631728172302
inferred-dikb-mp-fold-3.xml|3|107100|0.103909015656
inferred-dikb-mp-fold-4.xml|4|213916|0.41038107872
inferred-dikb-mp-fold-5.xml|5|427548|0.794435977936
inferred-dikb-mp-fold-6.xml|6|854812|0.770642995834
STAT-05.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.0223939418793
inferred-dikb-mp-fold-1.xml|1|26988|0.0339889526367
inferred-dikb-mp-fold-2.xml|2|53692|0.0512840747833
inferred-dikb-mp-fold-3.xml|3|107100|0.0458300113678
inferred-dikb-mp-fold-4.xml|4|213916|0.200706005096
inferred-dikb-mp-fold-5.xml|5|427548|0.191563129425
inferred-dikb-mp-fold-6.xml|6|854812|0.326460123062
FA-03.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.0213429927826
inferred-dikb-mp-fold-1.xml|1|26988|0.023913860321
inferred-dikb-mp-fold-2.xml|2|53692|0.0267908573151
inferred-dikb-mp-fold-3.xml|3|107100|0.062343120575
inferred-dikb-mp-fold-4.xml|4|213916|0.0613441467285
inferred-dikb-mp-fold-5.xml|5|427548|0.106177091599
inferred-dikb-mp-fold-6.xml|6|854812|0.18678188324
STAT-02.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.018951177597
inferred-dikb-mp-fold-1.xml|1|26988|0.0189700126648
inferred-dikb-mp-fold-2.xml|2|53692|0.0195281505585
inferred-dikb-mp-fold-3.xml|3|107100|0.0205409526825
inferred-dikb-mp-fold-4.xml|4|213916|0.0287771224976
inferred-dikb-mp-fold-5.xml|5|427548|0.0237219333649
inferred-dikb-mp-fold-6.xml|6|854812|0.125122070312
FA-04.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.0319950580597
inferred-dikb-mp-fold-1.xml|1|26988|0.0528428554535
inferred-dikb-mp-fold-2.xml|2|53692|0.0940270423889
inferred-dikb-mp-fold-3.xml|3|107100|0.177316904068
inferred-dikb-mp-fold-4.xml|4|213916|0.338903188705
inferred-dikb-mp-fold-5.xml|5|427548|0.774003982544
inferred-dikb-mp-fold-6.xml|6|854812|1.26819086075
FA-07.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|No results
inferred-dikb-mp-fold-1.xml|1|26988|No results
inferred-dikb-mp-fold-2.xml|2|53692|No results
inferred-dikb-mp-fold-3.xml|3|107100|No results
inferred-dikb-mp-fold-4.xml|4|213916|No results
inferred-dikb-mp-fold-5.xml|5|427548|No results
inferred-dikb-mp-fold-6.xml|6|854812|No results
STAT-03.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.0186829566956
inferred-dikb-mp-fold-1.xml|1|26988|0.0206458568573
inferred-dikb-mp-fold-2.xml|2|53692|0.0193181037903
inferred-dikb-mp-fold-3.xml|3|107100|0.0210108757019
inferred-dikb-mp-fold-4.xml|4|213916|0.0340580940247
inferred-dikb-mp-fold-5.xml|5|427548|0.0357429981232
inferred-dikb-mp-fold-6.xml|6|854812|0.0417759418488
PK-01.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.0337378978729
inferred-dikb-mp-fold-1.xml|1|26988|0.0814309120178
inferred-dikb-mp-fold-2.xml|2|53692|0.062628030777
inferred-dikb-mp-fold-3.xml|3|107100|0.107350111008
inferred-dikb-mp-fold-4.xml|4|213916|0.191635131836
inferred-dikb-mp-fold-5.xml|5|427548|0.393276929855
inferred-dikb-mp-fold-6.xml|6|854812|1.01684808731
PK-03.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.0170288085938
inferred-dikb-mp-fold-1.xml|1|26988|0.0190398693085
inferred-dikb-mp-fold-2.xml|2|53692|0.0175271034241
inferred-dikb-mp-fold-3.xml|3|107100|0.0166018009186
inferred-dikb-mp-fold-4.xml|4|213916|0.0245990753174
inferred-dikb-mp-fold-5.xml|5|427548|0.0171389579773
inferred-dikb-mp-fold-6.xml|6|854812|0.017539024353
FE-01.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.0172920227051
inferred-dikb-mp-fold-1.xml|1|26988|0.0177028179169
inferred-dikb-mp-fold-2.xml|2|53692|0.0221199989319
inferred-dikb-mp-fold-3.xml|3|107100|0.0174269676208
inferred-dikb-mp-fold-4.xml|4|213916|0.0244889259338
inferred-dikb-mp-fold-5.xml|5|427548|0.0180439949036
inferred-dikb-mp-fold-6.xml|6|854812|0.0183250904083
FA-02.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.0247929096222
inferred-dikb-mp-fold-1.xml|1|26988|0.0364689826965
inferred-dikb-mp-fold-2.xml|2|53692|0.0926790237427
inferred-dikb-mp-fold-3.xml|3|107100|0.107978105545
inferred-dikb-mp-fold-4.xml|4|213916|0.21014213562
inferred-dikb-mp-fold-5.xml|5|427548|0.368078947067
inferred-dikb-mp-fold-6.xml|6|854812|0.605247974396
FE-02.sparql|Number of folds|triples|costs
inferred-graph-oa-mp.xml|0|13636|0.0179018974304
inferred-dikb-mp-fold-1.xml|1|26988|0.0194191932678
inferred-dikb-mp-fold-2.xml|2|53692|0.0167279243469
inferred-dikb-mp-fold-3.xml|3|107100|0.0223019123077
inferred-dikb-mp-fold-4.xml|4|213916|0.0246200561523
inferred-dikb-mp-fold-5.xml|5|427548|0.0183999538422
inferred-dikb-mp-fold-6.xml|6|854812|0.0169460773468
